GVKEY,LIID,datadate,fyear,conm,adrr,fic
001865,01,19901231,1990,AUGAT INC,,USA
001865,01,19911231,1991,AUGAT INC,,USA
001866,01,19900531,1989,AULT INC,,USA
001866,01,19910531,1990,AULT INC,,USA
001873,01,19900131,1989,AUTHENTICOLOR INC,,USA
001873,01,19910131,1990,AUTHENTICOLOR INC,,USA
001875,01,19900930,1990,AUTO-TROL TECHNOLOGY CORP,,USA
001875,01,19910930,1991,AUTO-TROL TECHNOLOGY CORP,,USA
001877,01,19900531,1989,UNIT INSTRUMENTS INC,,USA
001877,01,19910531,1990,UNIT INSTRUMENTS INC,,USA
001878,01,19900131,1989,AUTODESK INC,,USA
001878,01,19910131,1990,AUTODESK INC,,USA
001884,01,19901231,1990,DIALYSIS CORP OF AMERICA,,USA
001884,01,19911231,1991,DIALYSIS CORP OF AMERICA,,USA
001891,01,19900630,1990,AUTOMATIC DATA PROCESSING,,USA
001891,01,19910630,1991,AUTOMATIC DATA PROCESSING,,USA
001895,01,19900531,1989,AMBASSADOR FOOD SVCS CORP,,USA
001895,01,19910531,1990,AMBASSADOR FOOD SVCS CORP,,USA
001900,01,19901231,1990,AUTOTROL CORP,,USA
001900,01,19911231,1991,AUTOTROL CORP,,USA
001902,01,19901130,1990,DELSITE INC,,USA
001902,01,19911130,1991,DELSITE INC,,USA
001903,01,19901231,1990,AVALON CORP,,USA
001903,01,19911231,1991,AVALON CORP,,USA
001905,01,19901231,1990,AVANTEK INC,,USA
001906,01,19901231,1990,A V HOMES INC,,USA
001906,01,19911231,1991,A V HOMES INC,,USA
001910,01,19901231,1990,AVEMCO CORP,,USA
001910,01,19911231,1991,AVEMCO CORP,,USA
001913,01,19901231,1990,AVERY DENNISON CORP,,USA
001913,01,19911231,1991,AVERY DENNISON CORP,,USA
001919,01,19900630,1990,AVNET INC,,USA
001919,01,19910630,1991,AVNET INC,,USA
001920,01,19901231,1990,AVON PRODUCTS,,USA
001920,01,19911231,1991,AVON PRODUCTS,,USA
001923,01,19901231,1990,AYDIN CORP,,USA
001923,01,19911231,1991,AYDIN CORP,,USA
001926,01,19900228,1989,AZZ INC,,USA
001926,01,19910228,1990,AZZ INC,,USA
001930,01,19900331,1989,AZTECH INTERNATIONAL LTD,,USA
001930,01,19910331,1990,AZTECH INTERNATIONAL LTD,,USA
001939,01,19900131,1989,BGS SYSTEMS INC,,USA
001939,01,19910131,1990,BGS SYSTEMS INC,,USA
001940,01,19900630,1990,BI INC,,USA
001940,01,19910630,1991,BI INC,,USA
001943,01,19901231,1990,BMC INDUSTRIES INC,,USA
001943,01,19911231,1991,BMC INDUSTRIES INC,,USA
001949,01,19900930,1990,BRT APARTMENTS CORP,,USA
001949,01,19910930,1991,BRT APARTMENTS CORP,,USA
001950,01,19901231,1990,BSD BANCORP INC,,USA
001950,01,19911231,1991,BSD BANCORP INC,,USA
001951,01,19900831,1990,BSD MEDICAL CORP,,USA
001952,01,19900930,1990,KNOWLEDGE DATA SYSTEMS INC,,USA
001953,01,19901231,1990,CERPLEX GROUP INC,,USA
001953,01,19911231,1991,CERPLEX GROUP INC,,USA
001956,01,19901231,1990,MID-ATLANTIC REALTY TRUST,,USA
001956,01,19911231,1991,MID-ATLANTIC REALTY TRUST,,USA
001968,01,19901231,1990,BADGER METER INC,,USA
001968,01,19911231,1991,BADGER METER INC,,USA
001969,01,19901231,1990,BADGER PAPER MILLS INC,,USA
001969,01,19911231,1991,BADGER PAPER MILLS INC,,USA
001971,01,19901231,1990,BAIRNCO CORP,,USA
001971,01,19911231,1991,BAIRNCO CORP,,USA
001973,01,19901231,1990,BAKER COMMUNICATIONS INC,,USA
001974,01,19901231,1990,BAKER (MICHAEL) CORP,,USA
001974,01,19911231,1991,BAKER (MICHAEL) CORP,,USA
001976,01,19900930,1990,BAKER HUGHES INC,,USA
001976,01,19910930,1991,BAKER HUGHES INC,,USA
001979,01,19901231,1990,BALCHEM CORP  -CL B,,USA
001979,01,19911231,1991,BALCHEM CORP  -CL B,,USA
001981,01,19901231,1990,BALDOR ELECTRIC CO,,USA
001981,01,19911231,1991,BALDOR ELECTRIC CO,,USA
001982,01,19901231,1990,PROTECTIVE INSURANCE CORP,,USA
001982,01,19911231,1991,PROTECTIVE INSURANCE CORP,,USA
001986,01,19901231,1990,PHLCORP,,USA
001986,01,19911231,1991,PHLCORP,,USA
001988,01,19901231,1990,BALL CORP,,USA
001988,01,19911231,1991,BALL CORP,,USA
001989,01,19900930,1990,BALLARD MEDICAL PRODUCTS,,USA
001989,01,19910930,1991,BALLARD MEDICAL PRODUCTS,,USA
001990,01,19901231,1990,BALLY ENTERTAINMENT CORP,,USA
001990,01,19911231,1991,BALLY ENTERTAINMENT CORP,,USA
001992,01,19901231,1990,BALTEK CORP,,USA
001992,01,19911231,1991,BALTEK CORP,,USA
001995,01,19901231,1990,CONSTELLATION ENERGY GRP INC,,USA
001995,01,19911231,1991,CONSTELLATION ENERGY GRP INC,,USA
001998,01,19901231,1990,BANK ONE CORP,,USA
001998,01,19911231,1991,BANK ONE CORP,,USA
002002,01,19901231,1990,POPULAR INC,,USA
002002,01,19911231,1991,POPULAR INC,,USA
002004,01,19901231,1990,BANCOKLAHOMA CORP,,USA
002005,01,19901231,1990,BANK OF HAWAII CORP,,USA
002005,01,19911231,1991,BANK OF HAWAII CORP,,USA
002006,01,19900331,1989,BANCTEC INC-REDH,,USA
002006,01,19910331,1990,BANCTEC INC-REDH,,USA
002007,01,19901231,1990,FIRST BANKS AMER INC,,USA
002007,01,19911231,1991,FIRST BANKS AMER INC,,USA
002008,01,19901231,1990,BANDAG INC,,USA
002008,01,19911231,1991,BANDAG INC,,USA
002011,01,19901231,1990,BANGOR HYDRO-ELECTRIC CO,,USA
002011,01,19911231,1991,BANGOR HYDRO-ELECTRIC CO,,USA
002014,01,19901231,1990,BANKBOSTON CORP,,USA
002014,01,19911231,1991,BANKBOSTON CORP,,USA
002019,01,19901231,1990,BANK OF NEW YORK MELLON CORP,,USA
002019,01,19911231,1991,BANK OF NEW YORK MELLON CORP,,USA
002021,01,19901231,1990,BANK SOUTH CORP,,USA
002021,01,19911231,1991,BANK SOUTH CORP,,USA
002022,01,19901231,1990,SIGNET BANKING CORP,,USA
002022,01,19911231,1991,SIGNET BANKING CORP,,USA
002024,01,19901231,1990,BANKAMERICA CORP-OLD,,USA
002024,01,19911231,1991,BANKAMERICA CORP-OLD,,USA
002025,01,19900731,1990,BRE PROPERTIES INC,,USA
002025,01,19910731,1991,BRE PROPERTIES INC,,USA
002028,01,19900131,1989,VSI HOLDINGS INC,,USA
002028,01,19910131,1990,VSI HOLDINGS INC,,USA
002029,01,19901231,1990,BANKERS TRUST CORP,,USA
002029,01,19911231,1991,BANKERS TRUST CORP,,USA
002031,01,19901231,1990,BANKS OF IOWA,,USA
002032,01,19901231,1990,LIBERTY BANCORP INC/OK,,USA
002032,01,19911231,1991,LIBERTY BANCORP INC/OK,,USA
002033,01,19900630,1990,FAIRCHILD CORP  -CL A,,USA
002033,01,19910630,1991,FAIRCHILD CORP  -CL A,,USA
002034,01,19901231,1990,BANTA CORP,,USA
002034,01,19911231,1991,BANTA CORP,,USA
002044,01,19901231,1990,BARD (C.R.) INC,,USA
002044,01,19911231,1991,BARD (C.R.) INC,,USA
002049,01,19901231,1990,BARNES GROUP INC,,USA
002049,01,19911231,1991,BARNES GROUP INC,,USA
002051,01,19901231,1990,BARNETT BANKS INC,,USA
002051,01,19911231,1991,BARNETT BANKS INC,,USA
002052,01,19900930,1990,BARNWELL INDUSTRIES,,USA
002052,01,19910930,1991,BARNWELL INDUSTRIES,,USA
002054,01,19900930,1990,BARRETT RESOURCES CORP,,USA
002054,01,19910930,1991,BARRETT RESOURCES CORP,,USA
002055,01,19901231,1990,BARRICK GOLD CORP,,CAN
002055,01,19911231,1991,BARRICK GOLD CORP,,CAN
002057,01,19901231,1990,BARRIER SCIENCE & TECH INC,,USA
002058,01,19901231,1990,BARRINGER TECHNOLOGIES,,USA
002058,01,19911231,1991,BARRINGER TECHNOLOGIES,,USA
002061,01,19901231,1990,BARRY (R G) CORP,,USA
002061,01,19911231,1991,BARRY (R G) CORP,,USA
002070,01,19901031,1990,BASE TEN SYSTEMS  -CL A,,USA
002070,01,19911031,1991,BASE TEN SYSTEMS  -CL A,,USA
002072,01,19901231,1990,BASIC AMERICAN MEDICAL INC,,USA
002072,01,19911231,1991,BASIC AMERICAN MEDICAL INC,,USA
002073,01,19900331,1989,EARTHSTONE ENERGY INC -OLD,,USA
002073,01,19910331,1990,EARTHSTONE ENERGY INC -OLD,,USA
002076,01,19901231,1990,BASIC PETROLEUM INTL LTD,,BHS
002076,01,19911231,1991,BASIC PETROLEUM INTL LTD,,BHS
002080,01,19901130,1990,BASSETT FURNITURE INDS,,USA
002080,01,19911130,1991,BASSETT FURNITURE INDS,,USA
002085,01,19901231,1990,BAUSCH & LOMB HLDGS  -REDH,,USA
002085,01,19911231,1991,BAUSCH & LOMB HLDGS  -REDH,,USA
002086,01,19901231,1990,BAXTER INTERNATIONAL INC,,USA
002086,01,19911231,1991,BAXTER INTERNATIONAL INC,,USA
002088,01,19900930,1990,BAY STATE GAS,,USA
002088,01,19910930,1991,BAY STATE GAS,,USA
002089,01,19901231,1990,BAYBANKS INC,,USA
002089,01,19911231,1991,BAYBANKS INC,,USA
002091,01,19901031,1990,BAYLY CORP,,USA
002100,01,19901231,1990,BEARD CO,,USA
002100,01,19911231,1991,BEARD CO,,USA
002111,01,19900930,1990,BECTON DICKINSON & CO,,USA
002111,01,19910930,1991,BECTON DICKINSON & CO,,USA
002113,01,19900831,1990,NITCHES INC,,USA
002113,01,19910831,1991,NITCHES INC,,USA
002124,01,19901231,1990,BEL FUSE INC,,USA
002124,01,19911231,1991,BEL FUSE INC,,USA
002128,01,19901231,1990,BELDEN & BLAKE CORP,,USA
002128,01,19911231,1991,BELDEN & BLAKE CORP,,USA
002130,01,19901231,1990,CARLYLE INDUSTRIES INC,,USA
002130,01,19911231,1991,CARLYLE INDUSTRIES INC,,USA
002132,01,19900131,1989,BELL (W.) & CO INC,,USA
002136,01,19901231,1990,VERIZON COMMUNICATIONS INC,,USA
002136,01,19911231,1991,VERIZON COMMUNICATIONS INC,,USA
002138,01,19900630,1990,BELL INDUSTRIES INC,,USA
002138,01,19910630,1991,BELL INDUSTRIES INC,,USA
002146,01,19901231,1990,BELLSOUTH CORP,,USA
002146,01,19911231,1991,BELLSOUTH CORP,,USA
002150,01,19901231,1990,BELO CORP  -SER A COM,,USA
002150,01,19911231,1991,BELO CORP  -SER A COM,,USA
002154,01,19901231,1990,BEMIS CO INC,,USA
002154,01,19911231,1991,BEMIS CO INC,,USA
002158,01,19900831,1990,DOCPLANET.COM INC,,USA
002159,01,19901231,1990,BENEFICIAL CORP,,USA
002159,01,19911231,1991,BENEFICIAL CORP,,USA
002162,01,19901231,1990,BENGUET CORP,,PHL
002162,01,19911231,1991,BENGUET CORP,,PHL
002163,01,19900331,1989,BENIHANA INC,,USA
002163,01,19910331,1990,BENIHANA INC,,USA
002169,01,19900831,1990,BERGEN BRUNSWIG CORP  -CL A,,USA
002169,01,19910831,1991,BERGEN BRUNSWIG CORP  -CL A,,USA
002175,01,19900630,1990,BERKSHIRE ENERGY RESOURCES,,USA
002175,01,19910630,1991,BERKSHIRE ENERGY RESOURCES,,USA
002176,01,19901231,1990,BERKSHIRE HATHAWAY,,USA
002176,01,19911231,1991,BERKSHIRE HATHAWAY,,USA
002184,01,19900228,1989,BEST BUY CO INC,,USA
002184,01,19910228,1990,BEST BUY CO INC,,USA
002188,01,19901231,1990,BETHLEHEM CORP,,USA
002188,01,19911231,1991,BETHLEHEM CORP,,USA
002189,01,19901231,1990,BETHLEHEM STEEL CORP,,USA
002189,01,19911231,1991,BETHLEHEM STEEL CORP,,USA
002190,01,19901231,1990,BETZDEARBORN INC,,USA
002190,01,19911231,1991,BETZDEARBORN INC,,USA
002193,01,19901231,1990,BEVERLY ENTERPRISES INC,,USA
002193,01,19911231,1991,BEVERLY ENTERPRISES INC,,USA
002197,01,19901231,1990,BIC CORP,,USA
002197,01,19911231,1991,BIC CORP,,USA
002201,01,19900131,1989,BIG B INC,,USA
002201,01,19910131,1990,BIG B INC,,USA
002204,01,19901231,1990,NATIONAL ENERGY GROUP,,USA
002204,01,19911231,1991,NATIONAL ENERGY GROUP,,USA
002209,01,19901231,1990,HYDROGEN ENERGY CORP,,USA
002213,01,19901231,1990,BINDLEY WESTERN INDS,,USA
002213,01,19911231,1991,BINDLEY WESTERN INDS,,USA
002214,01,19901231,1990,BK ENTERTAINMENT,,USA
002214,01,19911231,1991,BK ENTERTAINMENT,,USA
002215,01,19901130,1990,SAMES CORP,,USA
002215,01,19911130,1991,SAMES CORP,,USA
002219,01,19900331,1989,BIO-MEDICUS INC,,USA
002220,01,19901231,1990,BIO-RAD LABORATORIES INC,,USA
002220,01,19911231,1991,BIO-RAD LABORATORIES INC,,USA
002222,01,19901231,1990,SAVIENT PHARMACEUTICALS INC,,USA
002222,01,19911231,1991,SAVIENT PHARMACEUTICALS INC,,USA
002225,01,19900331,1989,BIOCRAFT LABORATORIES INC,,USA
002225,01,19910331,1990,BIOCRAFT LABORATORIES INC,,USA
002226,01,19901231,1990,BIOGEN INC-OLD,,USA
002226,01,19911231,1991,BIOGEN INC-OLD,,USA
002230,01,19900531,1989,BIOMET INC,,USA
002230,01,19910531,1990,BIOMET INC,,USA
002235,01,19901231,1990,BIOSEARCH MEDICAL PRODS INC,,USA
002235,01,19911231,1991,BIOSEARCH MEDICAL PRODS INC,,USA
002237,01,19901231,1990,SPHERIX INC  -OLD,,USA
002237,01,19911231,1991,SPHERIX INC  -OLD,,USA
002239,01,19901231,1990,BIRD CORP,,USA
002239,01,19911231,1991,BIRD CORP,,USA
002240,01,19900731,1990,NON INVASIVE MONITOR,,USA
002240,01,19910731,1991,NON INVASIVE MONITOR,,USA
002246,01,19900228,1989,BIO-LOGIC SYSTEMS CORP,,USA
002246,01,19910228,1990,BIO-LOGIC SYSTEMS CORP,,USA
002249,01,19901231,1990,BIOTECHNICA INTL INC,,USA
002249,01,19911231,1991,BIOTECHNICA INTL INC,,USA
002251,01,19901231,1990,MICROFLUIDICS INTL CORP,,USA
002251,01,19911231,1991,MICROFLUIDICS INTL CORP,,USA
002252,01,19900630,1990,BIRTCHER MEDICAL SYSTEMS,,USA
002252,01,19910630,1991,BIRTCHER MEDICAL SYSTEMS,,USA
002253,01,19900930,1990,BISHOP INC,,USA
002253,01,19910930,1991,BISHOP INC,,USA
002255,01,19901231,1990,BLACK & DECKER CORP,,USA
002255,01,19911231,1991,BLACK & DECKER CORP,,USA
002259,01,19901231,1990,BLACK HILLS CORP,,USA
002259,01,19911231,1991,BLACK HILLS CORP,,USA
002260,01,19900930,1990,BLACK INDUSTRIES INC,,USA
002264,01,19901231,1990,LEXINGTON PRECISION CORP,,USA
002265,01,19901231,1990,BLESSINGS CORP,,USA
002265,01,19911231,1991,BLESSINGS CORP,,USA
002267,01,19900331,1989,BLOCK DRUG  -CL A,,USA
002267,01,19910331,1990,BLOCK DRUG  -CL A,,USA
002269,01,19900430,1989,BLOCK H & R INC,,USA
002269,01,19910430,1990,BLOCK H & R INC,,USA
002270,01,19901231,1990,VALARIS PLC,,GBR
002270,01,19911231,1991,VALARIS PLC,,GBR
002271,01,19900228,1989,BLOUNT INTL INC,,USA
002271,01,19910228,1990,BLOUNT INTL INC,,USA
002281,01,19901231,1990,BOATMENS BANCSHARES INC,,USA
002281,01,19911231,1991,BOATMENS BANCSHARES INC,,USA
002282,01,19900430,1989,BOB EVANS FARMS,,USA
002282,01,19910430,1990,BOB EVANS FARMS,,USA
002285,01,19901231,1990,BOEING CO,,USA
002285,01,19911231,1991,BOEING CO,,USA
002289,01,19900430,1989,BOHEMIA INC,,USA
002289,01,19910430,1990,BOHEMIA INC,,USA
002290,01,19901231,1990,OFFICEMAX INC,,USA
002290,01,19911231,1991,OFFICEMAX INC,,USA
002293,01,19901231,1990,CIRCA PHARMACEUTICALS INC,,USA
002293,01,19911231,1991,CIRCA PHARMACEUTICALS INC,,USA
002294,01,19900630,1990,BBN CORP,,USA
002294,01,19910630,1991,BBN CORP,,USA
002295,01,19900630,1990,BOLT TECHNOLOGY CORP,,USA
002295,01,19910630,1991,BOLT TECHNOLOGY CORP,,USA
002304,01,19900630,1990,BONRAY DRILLING CORP,,USA
002304,01,19910630,1991,BONRAY DRILLING CORP,,USA
002308,01,19900930,1990,BOOLE & BABBAGE INC,,USA
002308,01,19910930,1991,BOOLE & BABBAGE INC,,USA
002309,01,19900930,1990,BOONTON ELECTRONICS CORP,,USA
002309,01,19910930,1991,BOONTON ELECTRONICS CORP,,USA
002312,01,19901231,1990,ROBERT HALF INTL INC,,USA
002312,01,19911231,1991,ROBERT HALF INTL INC,,USA
002316,01,19901231,1990,HEXION INC,,USA
002316,01,19911231,1991,HEXION INC,,USA
002327,01,19900430,1989,BOSTON DIGITAL CORP,,USA
002327,01,19910430,1990,BOSTON DIGITAL CORP,,USA
002328,01,19901231,1990,NSTAR,,USA
002328,01,19911231,1991,NSTAR,,USA
002334,01,19900228,1989,BOUTON CORP,,USA
002334,01,19910228,1990,BOUTON CORP,,USA
002337,01,19901231,1990,RESOLUTE FOREST PRODUCTS INC,,USA
002337,01,19911231,1991,RESOLUTE FOREST PRODUCTS INC,,USA
002340,01,19901231,1990,ENTRPRIZE CORP,,USA
002340,01,19911231,1991,ENTRPRIZE CORP,,USA
002342,01,19900630,1990,BOWL AMERICA INC  -CL A,,USA
002342,01,19910630,1991,BOWL AMERICA INC  -CL A,,USA
002345,01,19900930,1990,WHITE ELECTRONIC DESIGNS CP,,USA
002345,01,19910930,1991,WHITE ELECTRONIC DESIGNS CP,,USA
002346,01,19901031,1990,BOWNE & CO INC,,USA
002346,01,19911031,1991,BOWNE & CO INC,,USA
002351,01,19901231,1990,BRADLEY REAL ESTATE INC,,USA
002351,01,19911231,1991,BRADLEY REAL ESTATE INC,,USA
002352,01,19900731,1990,BRADY CORP,,USA
002352,01,19910731,1991,BRADY CORP,,USA
002360,01,19901231,1990,BB&T FINANCIAL CORP,,USA
002360,01,19911231,1991,BB&T FINANCIAL CORP,,USA
002362,01,19901231,1990,RUST INTERNATIONAL INC,,USA
002362,01,19911231,1991,RUST INTERNATIONAL INC,,USA
002375,01,19901231,1990,BRENCO INC,,USA
002375,01,19911231,1991,BRENCO INC,,USA
002390,01,19901031,1990,BRIDGFORD FOODS CORP,,USA
002390,01,19911031,1991,BRIDGFORD FOODS CORP,,USA
002393,01,19900630,1990,BRIGGS & STRATTON,,USA
002393,01,19910630,1991,BRIGGS & STRATTON,,USA
002403,01,19901231,1990,BRISTOL-MYERS SQUIBB CO,,USA
002403,01,19911231,1991,BRISTOL-MYERS SQUIBB CO,,USA
002416,01,19900331,1989,BROCK EXPLORATION CORP,,USA
002416,01,19910331,1990,BROCK EXPLORATION CORP,,USA
002417,01,19901231,1990,INTEGRA A HOTEL & REST,,USA
002424,01,19900930,1990,KEYSPAN ENERGY CORP,,USA
002424,01,19910930,1991,KEYSPAN ENERGY CORP,,USA
002433,01,19901231,1990,BNS HOLDING CO,,USA
002433,01,19911231,1991,BNS HOLDING CO,,USA
002435,01,19900430,1989,BROWN FORMAN CORP,,USA
002435,01,19910430,1990,BROWN FORMAN CORP,,USA
002436,01,19900131,1989,CALERES INC,,USA
002436,01,19910131,1990,CALERES INC,,USA
002437,01,19900331,1989,BROWN (TOM) INC,,USA
002437,01,19901231,1990,BROWN (TOM) INC,,USA
002437,01,19911231,1991,BROWN (TOM) INC,,USA
002439,01,19900930,1990,BROWNING-FERRIS INDS,,USA
002439,01,19910930,1991,BROWNING-FERRIS INDS,,USA
002443,01,19900630,1990,BRUNOS INC,,USA
002443,01,19910630,1991,BRUNOS INC,,USA
002444,01,19901231,1990,BRUNSWICK CORP,,USA
002444,01,19911231,1991,BRUNSWICK CORP,,USA
002447,01,19900630,1990,JAB INTERNATIONAL INC,,USA
002447,01,19910630,1991,JAB INTERNATIONAL INC,,USA
002448,01,19901231,1990,MATERION CORP,,USA
002448,01,19911231,1991,MATERION CORP,,USA
002461,01,19900930,1990,BFX HOSPITALITY GROUP,,USA
002461,01,19910930,1991,BFX HOSPITALITY GROUP,,USA
002464,01,19901231,1990,BUILDERS TRANSPORT INC,,USA
002464,01,19911231,1991,BUILDERS TRANSPORT INC,,USA
002467,01,19901231,1990,WINMILL & CO INC  -CL A,,USA
002467,01,19911231,1991,WINMILL & CO INC  -CL A,,USA
002482,01,19901231,1990,FORTRAN CORP,,USA
002482,01,19911231,1991,FORTRAN CORP,,USA
002484,01,19900630,1990,BURLINGTON COAT FACTORY INVS,,USA
002484,01,19910630,1991,BURLINGTON COAT FACTORY INVS,,USA
002490,01,19901231,1990,BURLINGTON NORTHERN SANTA FE,,USA
002490,01,19911231,1991,BURLINGTON NORTHERN SANTA FE,,USA
002497,01,19900430,1989,MASTEC INC,,USA
002497,01,19910430,1990,MASTEC INC,,USA
002498,01,19901231,1990,BURR-BROWN CORP,,USA
002498,01,19911231,1991,BURR-BROWN CORP,,USA
002504,01,19901231,1990,UNISYS CORP,,USA
002504,01,19911231,1991,UNISYS CORP,,USA
002507,01,19901231,1990,EMEX CORP,,USA
002507,01,19911231,1991,EMEX CORP,,USA
002508,01,19901231,1990,BUSH INDUSTRIES  -CL A,,USA
002508,01,19911231,1991,BUSH INDUSTRIES  -CL A,,USA
002515,01,19900630,1990,BUSINESSLAND INC,,USA
002515,01,19910630,1991,BUSINESSLAND INC,,USA
002518,01,19901231,1990,BUTLER MFG CO,,USA
002518,01,19911231,1991,BUTLER MFG CO,,USA
002519,01,19900430,1989,BUTLER NATIONAL CORP,,USA
002519,01,19910430,1990,BUTLER NATIONAL CORP,,USA
002527,01,19901231,1990,CBI INDUSTRIES INC,,USA
002527,01,19911231,1991,CBI INDUSTRIES INC,,USA
002529,01,19901231,1990,CBS INC,,USA
002529,01,19911231,1991,CBS INC,,USA
002535,01,19900630,1990,CCX INC,,USA
002535,01,19910630,1991,CCX INC,,USA
002536,01,19900331,1989,LIVERAMP HOLDINGS INC,,USA
002536,01,19910331,1990,LIVERAMP HOLDINGS INC,,USA
002537,01,19900630,1990,C-COR INC,,USA
002537,01,19910630,1991,C-COR INC,,USA
002538,01,19901231,1990,CDI CORP,,USA
002538,01,19911231,1991,CDI CORP,,USA
002541,01,19901231,1990,CF & I STEEL CORP,,USA
002547,01,19901231,1990,CIGNA CORP,,USA
002547,01,19911231,1991,CIGNA CORP,,USA
002553,01,19901231,1990,CMI CORP,,USA
002553,01,19911231,1991,CMI CORP,,USA
002554,01,19900731,1990,CML GROUP,,USA
002554,01,19910731,1991,CML GROUP,,USA
002555,01,19900131,1989,CPI CORP,,USA
002555,01,19910131,1990,CPI CORP,,USA
002556,01,19901231,1990,CSS INDUSTRIES INC,,USA
002556,01,19911231,1991,CSS INDUSTRIES INC,,USA
002558,01,19901231,1990,CNA FINANCIAL CORP,,USA
002558,01,19911231,1991,CNA FINANCIAL CORP,,USA
002561,01,19900331,1989,CPAC INC,,USA
002561,01,19910331,1990,CPAC INC,,USA
002562,01,19901231,1990,BESTFOODS,,USA
002562,01,19911231,1991,BESTFOODS,,USA
002569,01,19900630,1990,CRSS INC,,USA
002569,01,19910630,1991,CRSS INC,,USA
002572,01,19901231,1990,CSM ENVIRONMENTAL SYS  -CL A,,USA
002572,01,19911231,1991,CSM ENVIRONMENTAL SYS  -CL A,,USA
002573,01,19900831,1990,CSP INC,,USA
002573,01,19910831,1991,CSP INC,,USA
002574,01,19901231,1990,CSX CORP,,USA
002574,01,19911231,1991,CSX CORP,,USA
002577,01,19901231,1990,CTS CORP,,USA
002577,01,19911231,1991,CTS CORP,,USA
002581,01,19901231,1990,CVD EQUIPMENT CORP,,USA
002581,01,19911231,1991,CVD EQUIPMENT CORP,,USA
002589,01,19901231,1990,HEALTHTRONICS INC,,USA
002589,01,19911231,1991,HEALTHTRONICS INC,,USA
002593,01,19900930,1990,CABOT CORP,,USA
002593,01,19910930,1991,CABOT CORP,,USA
002595,01,19901231,1990,CACHE INC,,USA
002595,01,19911231,1991,CACHE INC,,USA
002596,01,19900630,1990,CACI INTL INC  -CL A,,USA
002596,01,19910630,1991,CACI INTL INC  -CL A,,USA
002598,01,19901231,1990,CADE INDUSTRIES INC,,USA
002598,01,19911231,1991,CADE INDUSTRIES INC,,USA
002602,01,19900630,1990,CADMUS COMMUNICATIONS CORP,,USA
002602,01,19910630,1991,CADMUS COMMUNICATIONS CORP,,USA
002604,01,19900731,1990,CAESARS NEW JERSEY INC,,USA
002605,01,19900731,1990,CAESARS WORLD,,USA
002605,01,19910731,1991,CAESARS WORLD,,USA
002606,01,19900331,1989,CAGLE'S INC  -CL A,,USA
002606,01,19910331,1990,CAGLE'S INC  -CL A,,USA
002612,01,19901231,1990,CALIFORNIA FED BANCORP INC,,USA
002612,01,19911231,1991,CALIFORNIA FED BANCORP INC,,USA
002614,01,19900731,1990,MERET INC,,USA
002615,01,19900228,1989,CALAMP CORP,,USA
002615,01,19910228,1990,CALAMP CORP,,USA
002616,01,19901231,1990,SCIOS INC,,USA
002616,01,19911231,1991,SCIOS INC,,USA
002620,01,19901231,1990,MUFG AMERICAS HOLDINGS CORP,,USA
002620,01,19911231,1991,MUFG AMERICAS HOLDINGS CORP,,USA
002622,01,19901231,1990,BAY MEADOWS OPER CO,,USA
002622,01,19911231,1991,BAY MEADOWS OPER CO,,USA
002625,01,19900630,1990,ADAPTIVE BROADBAND CORP.,,USA
002625,01,19910630,1991,ADAPTIVE BROADBAND CORP.,,USA
002628,01,19901231,1990,CALIFORNIA WATER SERVICE GP,,USA
002628,01,19911231,1991,CALIFORNIA WATER SERVICE GP,,USA
002630,01,19901231,1990,CALLAHAN MINING CORP,,USA
002633,01,19901231,1990,CALMAT CO,,USA
002633,01,19911231,1991,CALMAT CO,,USA
002634,01,19900630,1990,CALNETICS CORP,,USA
002634,01,19910630,1991,CALNETICS CORP,,USA
002636,01,19901231,1990,CALPROP CORP,,USA
002636,01,19911231,1991,CALPROP CORP,,USA
002644,01,19900831,1990,CAMBEX CORP,,USA
002644,01,19910831,1991,CAMBEX CORP,,USA
002646,01,19901231,1990,AQUILA BIOPHARM INC,,USA
002646,01,19911231,1991,AQUILA BIOPHARM INC,,USA
002663,01,19900731,1990,CAMPBELL SOUP CO,,USA
002663,01,19910731,1991,CAMPBELL SOUP CO,,USA
002710,01,19900831,1990,CONSTELLATION BRANDS,,USA
002710,01,19910831,1991,CONSTELLATION BRANDS,,USA
002711,01,19900930,1990,MADISON GROUP ASSOC INC,,USA
002711,01,19910930,1991,MADISON GROUP ASSOC INC,,USA
002717,01,19901231,1990,PATHE COMMUNICATIONS CP,,USA
002717,01,19911231,1991,PATHE COMMUNICATIONS CP,,USA
002729,01,19901231,1990,CAPITAL CITIES/ABC INC,,USA
002729,01,19911231,1991,CAPITAL CITIES/ABC INC,,USA
002740,01,19901231,1990,BAYPORT RESTAURANT GP,,USA
002740,01,19911231,1991,BAYPORT RESTAURANT GP,,USA
002751,01,19900331,1989,CARDINAL HEALTH INC,,USA
002751,01,19910331,1990,CARDINAL HEALTH INC,,USA
002763,01,19900930,1990,CAREERCOM CORP,,USA
002763,01,19910930,1991,CAREERCOM CORP,,USA
002771,01,19901231,1990,CARLISLE COS INC,,USA
002771,01,19911231,1991,CARLISLE COS INC,,USA
002781,01,19901231,1990,WORLDWAY CORP,,USA
002781,01,19911231,1991,WORLDWAY CORP,,USA
002783,01,19901231,1990,PROGRESS ENERGY INC,,USA
002783,01,19911231,1991,PROGRESS ENERGY INC,,USA
