q_Imp_sw,q_Imp_aw,qAdj_Imp_sw,qAdj_Imp_aw,xv_sw,xv_aw,xvAdj_sw,xvAdj_aw,gvkey,linkprim,liid,linktype,lpermno,lpermco,linkdt,linkenddt,datadate,fyear,tic,conm,adrr,pddur,upd,at,capx,ceq,csho,gdwl,oiadp,sale,cik,fic,sich,prcc_f,datadate_int,dyear,dmonth,dday,saleSUM,iaSUM,nseg,MS,SIC_4dig,SIC_3dig,SIC_2dig,SIC_1dig,gdwl_orig,capx_orig,at_MV,atAdj,atAdj_MV,q_Obs,qAdj_Obs,log_at,log_atAdj,ebit2sale,capx2sale,dyear_fac
1.2004185817450415,1.2004185817450415,1.2266603438998713,1.2266603438998713,-0.03679495316938094,-0.03679495316938094,-0.02759614307990125,-0.02759614307990125,5284,J,1,LU,39731,1908,20040601,E,2017-12-31,2017,GTN,GRAY TELEVISION INC,NA,12,3,3260.857,34.516,992.897,89.852,611.1,217.026,882.728,43196,USA,4833,16.75,20171231,2017,12,31,882.728,3260.857,1,0,4833,483,48,4,611.1,34.516,3772.9809999999998,2649.757,3161.8810000000003,1.1570519651735724,1.1932720623060908,8.08974532324854,7.882223216662531,0.24585829383456742,0.039101512583717746,2017
1.0400892926288405,1.0400892926288405,1.0446423267050358,1.0446423267050358,-0.010990024888870024,-0.010990024888870024,-0.010621003713054838,-0.010621003713054838,5284,J,1,LU,39731,1908,20040601,E,2018-12-31,2018,GTN,GRAY TELEVISION INC,NA,12,3,4213.445,69.975,1187.189,88.752,612.425,372.366,1084.132,43196,USA,4833,14.74,20181231,2018,12,31,1084.132,4213.445,1,0,4833,483,48,4,612.425,69.975,4334.46048,3601.0199999999995,3722.035479999999,1.0287212672765398,1.0336058894424356,8.346035881846094,8.188972417646227,0.34346924544243684,0.0645447233362727,2018
1.8434748116884196,1.8434748116884196,1.9866379080649543,1.9866379080649543,0.1745919285713725,0.1745919285713725,0.19648134845473772,0.19648134845473772,5520,P,1,LU,41188,2088,19780228,E,2017-12-31,2017,AMOT,ALLIED MOTION TECHNOLOGIES,NA,12,3,187.922,6.201,87.347,9.427,29.531,19.013,252.012,46129,USA,3621,33.09,20171231,2017,12,31,252.012,187.922,1,0,3621,362,36,3,29.531,6.201,412.51443,158.391,382.98343,2.195136439586637,2.417962068551875,5.236026983120758,5.065066659584293,0.07544482008793232,0.024605971144231225,2017
1.9055772714723855,1.9055772714723855,1.9530003336286956,1.9530003336286956,0.11081276799527912,0.11081276799527912,0.1995345093330325,0.1995345093330325,5520,P,1,LU,41188,2088,19780228,E,2018-12-31,2018,AMOT,ALLIED MOTION TECHNOLOGIES,NA,12,3,285.301,14.333,101.813,9.485,52.639,23.991,310.611,46129,USA,3621,44.69,20181231,2018,12,31,310.611,285.301,1,0,3621,362,36,3,52.639,14.333,607.37265,232.66199999999998,554.7336499999999,2.128883705279687,2.384289871143547,5.653544763295681,5.449586756586522,0.07723808879917324,0.04614453448203702,2018
1.4042472942303648,1.4042472942303648,1.5188195891847445,1.5188195891847445,0,0,-0.07843202151105585,-0.07843202151105585,5523,C,1,LC,41217,2089,19770901,E,2017-12-31,2017,HVT,HAVERTY FURNITURE,NA,12,3,461.329,24.465,294.142,21.22,0,41.976,820.027,216085,USA,5712,22.65,20171231,2017,12,31,820.027,461.329,1,0,5712,571,57,5,0,24.465,647.8199999999999,461.329,647.8199999999999,1.4042472942303648,1.4042472942303648,6.134111454401807,6.134111454401807,0.05118855842551526,0.02983438350200664,2017
1.2522970427939544,1.2522970427939544,1.2522970427939544,1.2522970427939544,0,0,0,0,5523,C,1,LC,41217,2089,19770901,E,2018-12-31,2018,HVT,HAVERTY FURNITURE,NA,12,3,440.179,21.473,274.629,20.537,0,41.721,817.836,216085,USA,5712,18.78,20181231,2018,12,31,817.836,440.179,1,0,5712,571,57,5,0,21.473,551.23486,440.179,551.23486,1.2522970427939544,1.2522970427939544,6.087181462366044,6.087181462366044,0.05101389520637389,0.026255875261054783,2018
2.542204608596176,2.542204608596176,2.542204608596176,2.542204608596176,0.7049692048081747,0.7049692048081747,0.8357935134301946,0.8357935134301946,5597,P,1,LC,16600,20906,19620131,E,2017-12-31,2017,HSY,HERSHEY CO,NA,12,3,5553.726,257.675,915.338,210.861,821.061,1553.023,7515.426,47111,USA,2060,113.51,20171231,2017,12,31,7515.426,5553.726,1,0,2060,206,20,2,821.061,257.675,28573.22011,4732.665,27752.15911,5.144873929682523,5.863960180997387,8.622224332836325,8.462243747768882,0.20664470650100206,0.034286146919682264,2017
2.4472157884230095,2.4472157884230095,2.481603479733972,2.481603479733972,0.42322335886819606,0.42322335886819606,0.6109860030358462,0.6109860030358462,5597,P,1,LC,16600,20906,19620131,E,2018-12-31,2018,HSY,HERSHEY CO,NA,12,3,7703.02,328.601,1398.721,209.729,1801.103,1775.391,7791.069,47111,USA,2060,107.18,20181231,2018,12,31,7791.069,7703.02,1,0,2060,206,20,2,1801.103,328.601,28783.05322,5901.917,26981.950220000002,3.7365933387165033,4.571726478024005,8.949367738740612,8.683032492374519,0.2278751478134772,0.042176625569610535,2018
3.7704308886494524,3.7704308886494524,3.863450104248595,3.863450104248595,0.23121616224810815,0.23121616224810815,0.24647866341033212,0.24647866341033212,5680,P,1,LC,66181,5085,19810922,E,2017-01-31,2016,HD,HOME DEPOT INC,NA,12,3,42966,1621,4333,1203,2093,13464,94595,354950,USA,5211,137.58,20170131,2017,1,31,94595,42966,1,0,5211,521,52,5,2093,1621,204141.74000000002,40873,202048.74000000002,4.751239119303636,4.943330315856434,10.668164384234995,10.618224977338851,0.1423331042866959,0.017136212273375973,2017
3.296701708650931,3.296701708650931,3.385031191148776,3.385031191148776,0.6303125539951879,0.6303125539951879,0.6480281202562332,0.6480281202562332,5680,P,1,LC,66181,5085,19810922,E,2018-01-31,2017,HD,HOME DEPOT INC,NA,12,3,44529,1897,1454,1158,2275,14851,100904,354950,USA,5211,200.9,20180131,2018,1,31,100904,44529,1,0,5211,521,52,5,2275,1897,275717.2,42254,273442.2,6.191856992072582,6.471392057556681,10.703895941292874,10.65145430286018,0.14717949734401015,0.018800047569967494,2018
1.9874578786561328,1.9874578786561328,2.1197917561885715,2.1197917561885715,-0.39859373036660656,-0.39859373036660656,-0.46086902449362455,-0.46086902449362455,5788,P,1,LU,42922,2235,19800827,E,2017-10-31,2017,HURC,HURCO COS INC,NA,12,3,281.645,2.181,203.085,6.641,2.44,20.903,243.667,315374,USA,3823,44.75,20171031,2017,10,31,243.667,281.645,1,0,3823,382,38,3,2.44,2.181,375.74474999999995,279.205,373.30475,1.3341076532514335,1.3370274529467596,5.64064741265341,5.631946279037321,0.08578510836510483,0.00895074014946628,2017
1.9650221141423585,1.9650221141423585,2.0104172310659907,2.0104172310659907,-0.5255079555355974,-0.5255079555355974,-0.5472896055585671,-0.5472896055585671,5788,P,1,LU,42922,2235,19800827,E,2018-10-31,2018,HURC,HURCO COS INC,NA,12,3,315.407,3.537,222.853,6.723,2.377,33.796,300.671,315374,USA,3823,40.74,20181031,2018,10,31,300.671,315.407,1,0,3823,382,38,3,2.377,3.537,366.44901999999996,313.03,364.07201999999995,1.161829065302926,1.1630579177714595,5.753863868321969,5.746299032592525,0.11240192768840361,0.011763688549943294,2018
1.3823038598346211,1.3823038598346211,1.4349721965814073,1.4349721965814073,0.032838639972110284,0.032838639972110284,0.007426126488978364,0.007426126488978364,5792,C,1,LC,87464,36557,19991217,E,2017-12-31,2017,HBP,HUTTIG BUILDING PRODUCTS INC,NA,12,3,245.9,6.1,66.5,25.843,9.5,0.1,753.2,1093082,USA,5031,6.65,20171231,2017,12,31,753.2,245.9,1,0,5031,503,50,5,9.5,6.1,351.25595,236.4,341.75595,1.4284503863359088,1.4456681472081216,5.504924949222147,5.465525285531943,1.327668613913967e-4,0.008098778544875198,2017
1.08934813944863,1.08934813944863,1.1447731586904573,1.1447731586904573,-0.1418552535774539,-0.1418552535774539,-0.19353260426389488,-0.19353260426389488,5792,C,1,LC,87464,36557,19991217,E,2018-12-31,2018,HBP,HUTTIG BUILDING PRODUCTS INC,NA,12,3,278,7.8,62,25.993,9.5,2.5,839.6,1093082,USA,5031,1.8,20181231,2018,12,31,839.6,278,1,0,5031,503,50,5,9.5,7.8,262.7874,268.5,253.2874,0.945278417266187,0.9433422718808193,5.627621113690637,5.5928509139489195,0.002977608384945212,0.009290138161029061,2018
1.1868553281035275,1.1868553281035275,1.1868553281035275,1.1868553281035275,0.34950753929600686,0.34950753929600686,0.34950753929600686,0.34950753929600686,5831,C,1,LC,78892,11963,20090609,E,2017-09-30,2017,IEC,IEC ELECTRONICS CORP,NA,12,3,52.447,3.533,14.429,10.197,0,1.06,96.455,49728,USA,3672,4.93,20170930,2017,9,30,96.455,52.447,1,0,3672,367,36,3,0,3.533,88.28921,52.447,88.28921,1.6833986691326481,1.6833986691326481,3.9598031358756853,3.9598031358756853,0.010989580633456017,0.03662847960188689,2017
1.2816582137723413,1.2816582137723413,1.3068541965222273,1.3068541965222273,0.026901238890057126,0.026901238890057126,0.007433085338483821,0.007433085338483821,5831,C,1,LC,78892,11963,20090609,E,2018-09-30,2018,IEC,IEC ELECTRONICS CORP,NA,12,3,90.448,3.934,25.376,10.249,0,2.719,116.922,49728,USA,3672,5.27,20180930,2018,9,30,116.922,90.448,1,0,3672,367,36,3,0,3.934,119.08422999999999,90.448,119.08422999999999,1.3166043472492481,1.3166043472492481,4.504775099932935,4.504775099932935,0.023254819452284428,0.033646362532286485,2018
3.2920940132255634,3.2920940132255634,3.5911340762857744,3.5911340762857744,-0.6122529038813752,-0.6122529038813752,-0.6981049453858651,-0.6981049453858651,5888,C,1,LC,43634,2293,19810730,E,2017-12-31,2017,TLGT,TELIGENT INC,NA,12,3,189.986,40.429,44.753,53.4,0.471,-11.684,67.251,352998,USA,2834,3.63,20171231,2017,12,31,67.251,189.986,1,0,2834,283,28,2,0.471,40.429,339.075,189.515,338.604,1.7847367700777952,1.7866870696250956,5.246950385235145,5.244468177062659,-0.1737371934989814,0.6011657819214584,2017
2.5147589237515273,2.5147589237515273,2.5147589237515273,2.5147589237515273,-0.6679786803923785,-0.6679786803923785,-0.6674248162649813,-0.6674248162649813,5888,C,1,LC,43634,2293,19810730,E,2018-12-31,2018,TLGT,TELIGENT INC,NA,12,3,190.892,25.332,18.421,53.774,0.47,-12.975,65.865,352998,USA,2834,1.37,20181231,2018,12,31,65.865,190.892,1,0,2834,283,28,2,0.47,25.332,246.14138000000003,190.422,245.67138,1.289427424931375,1.2901417903393515,5.251707823096124,5.249242661900802,-0.1969938510589843,0.38460487360510137,2018
2.718958786613885,2.718958786613885,2.85554920005886,2.85554920005886,-0.09747418717110265,-0.09747418717110265,-0.0921373263002978,-0.0921373263002978,6034,P,1,LU,44768,5925,19830414,E,2017-12-31,2017,TILE,INTERFACE INC,NA,12,3,800.6,30.474,330.091,59.806,68.754,117.143,996.443,715787,USA,2273,25.15,20171231,2017,12,31,996.443,800.6,1,0,2273,227,22,2,68.754,30.474,1974.6299,731.846,1905.8759,2.46643754683987,2.604203479967097,6.685361446558473,6.595570109314145,0.11756116506413312,0.03058278295898511,2017
2.5805555803256937,2.5805555803256937,2.619927728975479,2.619927728975479,-0.6230140900661497,-0.6230140900661497,-0.5745572403930155,-0.5745572403930155,6034,P,1,LU,44768,5925,19830414,E,2018-12-31,2018,TILE,INTERFACE INC,NA,12,3,1284.644,54.857,354.663,59.508,245.842,134.308,1179.573,715787,USA,2273,14.25,20181231,2018,12,31,1179.573,1284.644,1,0,2273,227,22,2,245.842,54.857,1777.97,1038.802,1532.128,1.3840176733787726,1.4748989701598574,7.158236916144317,6.945823405085161,0.1138615414221926,0.04650581184886395,2018
1.2840851391404304,1.2670555303929183,1.2840851391404304,1.2670555303929183,1.0778205659021298,1.0911713480847012,1.0778205659021298,1.0911713480847012,6194,P,1,LU,46042,6291,19840131,20191031,2017-12-31,2017,ISRL,ISRAMCO INC,NA,12,3,108.797,4.184,-17.254,2.718,0,21.369,62.69,719209,USA,1311,104.65,20171231,2017,12,31,62.69,108.797,2,1,1311,131,13,1,0,4.184,410.4897,108.797,410.4897,3.7729873066352937,3.7729873066352937,4.689483760512274,4.689483760512274,0.3408677620035093,0.06674110703461478,2017
1.0288865083250913,1.0299231191664684,1.0288865083250913,1.0299231191664684,1.3272533404975577,1.3262463402240667,1.3272533404975577,1.3262463402240667,6194,P,1,LU,46042,6291,19840131,20191031,2018-12-31,2018,ISRL,ISRAMCO INC,NA,12,3,111.614,8.997,0.68,2.718,0,25.934,79.36,719209,USA,1311,118.5,20181231,2018,12,31,79.36,111.614,2,1,1311,131,13,1,0,8.997,433.01699999999994,111.614,433.01699999999994,3.879593957747235,3.879593957747235,4.715046490107938,4.715046490107938,0.326789314516129,0.1133694556451613,2018
1.3395955526678156,1.3395955526678156,1.3395955526678156,1.3395955526678156,-0.22804389654507412,-0.22804389654507412,-0.22804389654507412,-0.22804389654507412,6311,P,1,LU,46923,2577,19740705,E,2017-12-31,2017,PNRG,PRIMEENERGY RESOURCES CORP,NA,12,3,246.765,59.361,95.309,2.169,0,0.553,89.137,56868,USA,1311,51.5,20171231,2017,12,31,89.137,246.765,1,0,1311,131,13,1,0,59.361,263.1595,246.765,263.1595,1.0664377038883148,1.0664377038883148,5.508436466739493,5.508436466739493,0.006203933271256606,0.6659524103346534,2017
1.0168208596276413,1.0168208596276413,1.0168208596276413,1.0168208596276413,0.1320252246516837,0.1320252246516837,0.1320252246516837,0.1320252246516837,6311,P,1,LU,46923,2577,19740705,E,2018-12-31,2018,PNRG,PRIMEENERGY RESOURCES CORP,NA,12,3,255.052,47.073,102.009,2.04,0,17.152,117.902,56868,USA,1311,70.05,20181231,2018,12,31,117.902,255.052,1,0,1311,131,13,1,0,47.073,295.945,255.052,295.945,1.1603320107272244,1.1603320107272244,5.541467445937877,5.541467445937877,0.14547675187867892,0.39925531373513595,2018
1.4408135791813204,1.4408135791813204,NA,NA,0.15640558756684333,0.15640558756684333,NA,NA,6335,P,1,LC,12650,21033,19630131,E,2017-12-31,2017,KSU,KANSAS CITY SOUTHERN,NA,12,3,9198.7,628,4542.8,103.037,13.2,921.6,2582.9,54480,USA,4011,105.22,20171231,2017,12,31,2582.9,9198.7,1,0,4011,401,40,4,13.2,628,15497.453140000001,9185.5,15484.25314,1.684743837716199,1.6857278471504002,9.126817448704905,9.125381432748991,0.3568082388013473,0.24313755855820976,2017
1.2788494560022978,1.2788494560022978,NA,NA,0.16570960929390532,0.16570960929390532,NA,NA,6335,P,1,LC,12650,21033,19630131,E,2018-12-31,2018,KSU,KANSAS CITY SOUTHERN,NA,12,3,9469.8,619.2,4807.3,100.897,13.2,968.4,2714,54480,USA,4011,95.45,20181231,2018,12,31,2714,9469.8,1,0,4011,401,40,4,13.2,619.2,14293.11865,9456.599999999999,14279.91865,1.5093369078544427,1.5100478660406491,9.155863066632927,9.15446818940955,0.3568165070007369,0.22815033161385412,2018
1.311996601186968,1.311996601186968,NA,NA,-0.0021215741502924076,-0.0021215741502924076,NA,NA,6338,P,1,LC,24053,21035,19620131,E,2017-12-31,2017,EVRG,EVERGY INC,NA,12,3,11624.368,764.645,3908.122,142.094,0,663.719,2571.003,1711269,USA,4931,52.8,20171231,2017,12,31,2571.003,11624.368,1,0,4931,493,49,4,0,764.645,15218.8092,11624.368,15218.8092,1.309216053724383,1.309216053724383,9.360858863386296,9.360858863386296,0.25815566920769834,0.2974111659924162,2017
1.174491740402608,1.174491740402608,NA,NA,0,0,NA,NA,6338,P,1,LC,24053,21035,19620131,E,2018-12-31,2018,EVRG,EVERGY INC,NA,12,3,25598.1,1069.7,10028.2,255.326,2338.9,1081.6,4348.1,1711269,USA,4931,56.77,20181231,2018,12,31,4348.1,25598.1,1,0,4931,493,49,4,2338.9,1069.7,30064.757019999997,23259.199999999997,27725.857019999996,1.174491740402608,1.192038291084818,10.150273408963306,10.05445603167206,0.24875232860329796,0.2460155010234355,2018
1.9874578786561328,1.9874578786561328,2.1197917561885715,2.1197917561885715,-0.47372071631581597,-0.47372071631581597,-0.5381821977693096,-0.5381821977693096,6410,P,1,LU,47571,2527,19721214,E,2017-04-30,2016,KEQU,KEWAUNEE SCIENTIFIC CORP,NA,12,3,80.916,2.611,42.883,2.712,0,6.542,138.558,55529,USA,3821,22.9,20170430,2017,4,30,138.558,80.916,1,0,3821,382,38,3,0,2.611,100.1378,80.916,100.1378,1.237552523604726,1.237552523604726,4.393411579540445,4.393411579540445,0.047214884741407934,0.018844094169950493,2017
1.9650221141423585,1.9650221141423585,2.0104172310659907,2.0104172310659907,-0.22159827058641604,-0.22159827058641604,-0.24443704948654743,-0.24443704948654743,6410,P,1,LU,47571,2527,19721214,E,2018-04-30,2017,KEQU,KEWAUNEE SCIENTIFIC CORP,NA,12,3,84.358,3.395,47.059,2.733,0,9.086,158.05,55529,USA,3821,34.95,20180430,2018,4,30,158.05,84.358,1,0,3821,382,38,3,0,3.395,132.81735000000003,84.358,132.81735000000003,1.5744487778278293,1.5744487778278293,4.435069647411092,4.435069647411092,0.057488136665612144,0.021480544131603923,2018
2.7747114858836732,2.7747114858836732,2.8428910837828547,2.8428910837828547,-1.2104888190800078,-1.2104888190800078,-1.2441523200026303,-1.2441523200026303,6416,P,1,LU,47619,6093,19830622,E,2017-06-30,2017,KTCC,KEY TRONIC CORP,NA,12,3,232.84,9.307,116.567,10.76,9.957,9.544,467.797,719733,USA,3670,7.0899,20170630,2017,6,30,467.797,232.84,1,0,3670,367,36,3,9.957,9.307,192.560324,222.883,182.60332400000001,0.8270070606425013,0.8192788323918828,5.450351522403535,5.406646970098841,0.020402011983830595,0.019895381971239662,2017
2.263454666594814,2.263454666594814,2.443623870671608,2.443623870671608,-0.9772231640920205,-0.9772231640920205,-1.0611591703936847,-1.0611591703936847,6416,P,1,LU,47619,6093,19830622,E,2018-06-30,2018,KTCC,KEY TRONIC CORP,NA,12,3,246.528,4.523,118.081,10.76,9.957,5.649,446.322,719733,USA,3670,7.58,20180630,2018,6,30,446.322,246.528,1,0,3670,367,36,3,9.957,4.523,210.0078,236.571,200.05079999999998,0.8518618574766356,0.84562689425162,5.507475577295551,5.4662483742940475,0.01265678142686222,0.010133939173959607,2018
NA,NA,NA,NA,NA,NA,NA,NA,6433,P,1,LC,47715,2498,19760928,E,2017-06-30,2017,KBAL,KIMBALL INTERNATIONAL  -CL B,NA,12,3,313.747,11.751,176.204,37.298,0,54.831,669.934,55772,USA,2520,16.69,20170630,2017,6,30,669.934,313.747,1,0,2520,252,25,2,0,11.751,760.0466200000001,313.747,760.0466200000001,2.4224825097929226,2.4224825097929226,5.748586928647292,5.748586928647292,0.0818453758131398,0.01754053384363236,2017
NA,NA,NA,NA,NA,NA,NA,NA,6433,P,1,LC,47715,2498,19760928,E,2018-06-30,2018,KBAL,KIMBALL INTERNATIONAL  -CL B,NA,12,3,330.168,21.575,193.024,37.124,8.824,48.963,685.6,55772,USA,2520,16.16,20180630,2018,6,30,685.6,330.168,1,0,2520,252,25,2,8.824,21.575,737.06784,321.344,728.2438400000001,2.232402413316857,2.2662437761402114,5.799601615826804,5.7725122004122404,0.07141627771295216,0.03146878646441073,2018
1.8434748116884196,1.8434748116884196,1.9866379080649543,1.9866379080649543,-0.8097102193074208,-0.8097102193074208,-0.8845016605166253,-0.8845016605166253,6497,C,1,LU,48072,2573,19721214,E,2017-06-30,2017,KOSS,KOSS CORP,NA,12,3,23.424,0.403,17.572,7.383,0,-0.704,24.054,56701,USA,3651,1.81,20170630,2017,6,30,24.054,23.424,1,0,3651,365,36,3,0,0.403,19.21523,23.424,19.21523,0.8203223189890709,0.8203223189890709,3.153761137778901,3.153761137778901,-0.029267481499958427,0.016753970233640978,2017
1.9450339274576145,1.9450339274576145,2.028690346188478,2.028690346188478,-0.5308060162733614,-0.5308060162733614,-0.5729170311264029,-0.5729170311264029,6497,C,1,LU,48072,2573,19721214,E,2018-06-30,2018,KOSS,KOSS CORP,NA,12,3,19.676,0.251,14.518,7.383,0,-0.357,23.515,56701,USA,3651,2.35,20180630,2018,6,30,23.515,19.676,1,0,3651,365,36,3,0,0.251,22.508049999999997,19.676,22.508049999999997,1.1439342346005286,1.1439342346005286,2.979399618933093,2.979399618933093,-0.015181798851796725,0.010674037848182012,2018
1.1516172661870503,1.1516172661870503,1.15574222416781,1.15574222416781,0.3753025485562059,0.3753025485562059,0.40760077360623653,0.40760077360623653,6502,P,1,LC,16678,21068,19620131,E,2017-01-31,2016,KR,KROGER CO,NA,12,3,36505,3699,6698,924,3031,3436,115337,56873,USA,5411,33.96,20170131,2017,1,31,115337,36505,1,0,5411,541,54,5,3031,3699,61186.04,33474,58155.04,1.6761002602383235,1.7373197108203382,10.505204516490187,10.418524297073583,0.029790960402992967,0.03207123472953172,2017
1.5237572922547515,1.5237572922547515,1.5684582166199812,1.5684582166199812,0,0,0,0,6502,P,1,LC,16678,21068,19620131,E,2018-01-31,2017,KR,KROGER CO,NA,12,3,37197,2809,6931,870,2925,2881,122662,56873,USA,5411,30.36,20180131,2018,1,31,122662,37197,1,0,5411,541,54,5,2925,2809,56679.2,34272,53754.2,1.5237572922547515,1.5684582166199812,10.523983391847953,10.442083973247476,0.023487306582315633,0.02290032772985929,2018
NA,NA,NA,NA,NA,NA,NA,NA,6528,C,1,LU,49488,21072,19691104,E,2017-12-31,2017,LXU,LSB INDUSTRIES INC,NA,12,3,1189.182,35.425,435.196,28.619,0,-29.524,427.504,60714,USA,2810,8.76,20171231,2017,12,31,427.504,1189.182,1,0,2810,281,28,2,0,35.425,1004.68844,1189.182,1004.68844,0.8448567502703539,0.8448567502703539,7.081020954783354,7.081020954783354,-0.06906134211609716,0.08286472173359781,2017
NA,NA,NA,NA,NA,NA,NA,NA,6528,C,1,LU,49488,21072,19691104,E,2018-12-31,2018,LXU,LSB INDUSTRIES INC,NA,12,3,1148.333,37.05,339.197,28.845,0,-24.095,378.16,60714,USA,2810,5.52,20181231,2018,12,31,378.16,1148.333,1,0,2810,281,28,2,0,37.05,968.3604,1148.333,968.3604,0.8432749037082449,0.8432749037082449,7.046066604503845,7.046066604503845,-0.06371641633171143,0.09797440236936746,2018
2.1596614627072332,2.1596614627072332,2.1596614627072332,2.1596614627072332,0.07349778986815497,0.07349778986815497,0.14445222884594058,0.14445222884594058,6565,P,1,LU,48486,7013,19840504,E,2017-06-30,2017,LRCX,LAM RESEARCH CORP,NA,12,3,12122.765,157.419,6817.451,161.723,1385.673,1934.752,8013.62,707549,USA,3559,141.43,20170630,2017,6,30,8013.62,12122.765,1,0,3559,355,35,3,1385.673,157.419,28177.79789,10737.091999999999,26792.124890000003,2.3243705450035534,2.495286888665945,9.402840368917934,9.28145956789887,0.24143296038494463,0.01964393120711988,2017
1.7245307520173594,1.7245307520173594,1.9898141598483365,1.9898141598483365,0.430384272310127,0.430384272310127,0.36807801719952743,0.36807801719952743,6565,P,1,LU,48486,7013,19840504,E,2018-06-30,2018,LRCX,LAM RESEARCH CORP,NA,12,3,12479.478,273.469,6501.851,156.892,1484.904,3218.241,11076.998,707549,USA,3559,172.85,20180630,2018,6,30,11076.998,12479.478,1,0,3559,355,35,3,1484.904,273.469,33096.409199999995,10994.573999999999,31611.505199999996,2.6520667931783684,2.875191453529714,9.431840814125572,9.305157157354222,0.29053368069579866,0.024688006624177417,2018
2.542204608596176,2.542204608596176,2.542204608596176,2.542204608596176,-0.3446835019683145,-0.3446835019683145,-0.12622502879773534,-0.12622502879773534,6574,P,1,LU,48531,2689,19721214,20180329,2017-12-31,2017,LNCE,SNYDERS-LANCE INC,NA,12,3,3618.337,69.429,2002.401,97.858,1282.372,170.56,2226.837,57528,USA,2052,50.08,20171231,2017,12,31,2226.837,3618.337,1,0,2052,205,20,2,1282.372,69.429,6516.66464,2335.965,5234.292640000001,1.801010972720341,2.2407410385001487,8.193769807001669,7.756180360959161,0.07659294326437005,0.03117830357587915,2017
NA,NA,NA,NA,NA,NA,NA,NA,6617,P,1,LU,48961,2612,19721214,E,2017-12-31,2017,LAWS,LAWSON PRODUCTS,NA,12,3,190.667,1.256,93.49,8.888,19.614,5.225,305.907,703604,USA,5072,24.75,20171231,2017,12,31,305.907,199.499,2,1,5072,507,50,5,19.614,1.256,317.15500000000003,171.053,297.541,1.6633974416128645,1.7394667149947678,5.250528450961908,5.141973450001177,0.01708035448682116,0.004105823011568876,2017
1.62951819869687,1.62951819869687,1.859711149290717,1.859711149290717,-0.18853313657769774,-0.18853313657769774,-0.16327446926739445,-0.16327446926739445,6639,P,1,LU,50286,21090,19700317,E,2017-09-30,2017,LEE,LEE ENTERPRISES INC,NA,12,3,620.85,4.078,-92.235,56.712,246.426,91.311,566.943,58361,USA,2711,2.2,20170930,2017,9,30,566.943,620.85,1,0,2711,271,27,2,246.426,4.078,837.8514,374.42400000000004,591.4254000000001,1.3495230732060883,1.5795606050894173,6.431089506862851,5.925388845113058,0.16105851911038677,0.007192962961003135,2017
1.51454824755319,1.51454824755319,1.7862393146292772,1.7862393146292772,-0.13138709336244703,-0.13138709336244703,-0.1268845869193561,-0.1268845869193561,6639,P,1,LU,50286,21090,19700317,E,2018-09-30,2018,LEE,LEE ENTERPRISES INC,NA,12,3,575.411,6.025,-37.354,57.141,246.176,91.253,543.955,58361,USA,2711,2.65,20180930,2018,9,30,543.955,575.411,1,0,2711,271,27,2,246.176,6.025,764.1886499999999,329.23499999999996,518.0126499999999,1.3280744546072285,1.5733826901757102,6.355084568070623,5.796771781499029,0.16775836236453381,0.01107628388377715,2018
1.3395955526678156,1.3395955526678156,1.3395955526678156,1.3395955526678156,-0.4332424164774931,-0.4332424164774931,-0.4581627379740121,-0.4581627379740121,6788,C,1,LU,50017,2706,19800619,E,2017-12-31,2017,RRC,RANGE RESOURCES CORP,NA,12,3,11728.841,1212.536,5774.272,248.129,1641.197,292.959,2609.111,315852,USA,1311,17.06,20171231,2017,12,31,2609.111,11728.841,1,0,1311,131,13,1,1641.197,1212.536,10187.64974,10087.644,8546.45274,0.8685981624271316,0.8472198999092355,9.369806130286726,9.219066587569253,0.11228307266344745,0.4647314736705338,2017
1.0168208596276413,1.0168208596276413,1.0168208596276413,1.0168208596276413,-0.20564924821683503,-0.20564924821683503,-0.20564924821683503,-0.20564924821683503,6788,C,1,LU,50017,2706,19800619,E,2018-12-31,2018,RRC,RANGE RESOURCES CORP,NA,12,3,9708.154,1022.996,4059.431,249.51,0,98.979,3281.929,315852,USA,1311,9.57,20181231,2018,12,31,3281.929,9708.154,1,0,1311,131,13,1,0,1022.996,8036.5337,9708.154,8036.5337,0.8278127541034063,0.8278127541034063,9.180721429926276,9.180721429926276,0.030158787712957835,0.3117057072227949,2018
3.7704308886494524,3.7704308886494524,3.863450104248595,3.863450104248595,-0.35175178322068285,-0.35175178322068285,-0.3560987778451165,-0.3560987778451165,6829,P,1,LU,61399,2709,19721214,E,2017-01-31,2016,LOW,LOWE'S COS INC,NA,12,3,34408,1167,6434,866,1082,6278,65017,60667,USA,5211,73.08,20170131,2017,1,31,65017,34408,1,0,5211,521,52,5,1082,1167,91261.28,33326,90179.28,2.6523273657289,2.705973714217128,10.446044374463572,10.41409315209857,0.09655936139778827,0.017949151760308844,2017
3.296701708650931,3.296701708650931,3.385031191148776,3.385031191148776,0,0,0,0,6829,P,1,LU,61399,2709,19721214,E,2018-01-31,2017,LOW,LOWE'S COS INC,NA,12,3,35291,1123,5873,830,1307,6556,68619,60667,USA,5211,104.73,20180131,2018,1,31,68619,35291,1,0,5211,521,52,5,1307,1123,116343.90000000001,33984,115036.90000000001,3.296701708650931,3.385031191148776,10.471383252907115,10.433645104601611,0.09554205103542751,0.016365729608417492,2018
